0,0
1,0
2,0
3,0
4,280
5,450
6,1320
7,1334
8,1350
9,1380
10,1595
11,1980
12,1914
13,1980
14,1914
15,1980
16,1980
17,2010
18,1980
19,2320
20,2580
21,2494
22,2580
23,2494
24,2580
25,2523
26,2400
27,1305
28,1380
29,1350
30,1334
31,1380
32,1305
33,1380
34,1305
35,1380
36,1334
37,1590
38,1980
39,1980
40,1980
41,1943
42,2520
43,2494
44,2580
45,2494
46,2580
47,2580
48,2494
49,2610
50,2494
51,1410
52,622
53,430
54,212
55,112
56,0
57,0
58,0
59,0
60,0
